Area,SalePrice,Zoning,LotArea,Neighborhood,OverallQuality,OverallCondition,YearBuilt,YearRemodAdd,ExteriorQuality,ExteriorCondition,FullBath,HalfBath,Bedrooms,KitchenQuality,TotalRooms,MonthSold,YearSold
1422,175500,RL,12090,Northwest Ames,6,6,1981,1981,3,4,2,0,3,4,7,6,2008
1260,181900,RL,10825,Northwest Ames,7,7,1983,1983,4,3,2,0,3,3,6,7,2008
2064,235000,RL,18559,Northwest Ames,7,5,1978,1978,4,4,2,0,3,4,7,8,2008
1782,220000,RL,14450,Northwest Ames,7,5,1979,1979,4,3,2,0,3,4,6,3,2008
2872,272000,RL,12227,Northwest Ames,6,7,1977,1995,3,4,2,1,4,3,11,7,2008
1211,161000,RL,13068,Northwest Ames,6,5,1976,1976,3,3,2,0,3,4,6,11,2008
1126,175000,RL,15611,Northwest Ames,5,6,1977,1977,3,3,2,0,3,5,6,3,2008
2044,185000,RL,10400,Northwest Ames,7,6,1980,1988,3,3,2,1,3,3,7,3,2008
1308,146900,RL,9743,Northwest Ames,5,6,1969,1969,3,3,1,1,3,3,7,6,2008
2840,292500,RL,12511,Northwest Ames,7,7,1978,1978,4,3,2,1,4,4,8,12,2008
1523,180000,RL,11361,Northwest Ames,6,5,1976,1976,3,3,2,0,3,3,7,5,2008
1444,159900,RL,10400,Northwest Ames,6,5,1976,1976,3,3,2,0,2,3,5,4,2008
1964,205000,RL,10480,Northwest Ames,7,6,1976,1976,3,3,2,1,4,3,8,9,2008
1178,157000,RL,10000,Northwest Ames,5,6,1973,2000,3,3,1,1,3,4,5,11,2008
2340,306000,RL,14311,Northwest Ames,8,5,1996,1996,4,3,2,1,4,4,9,6,2008
1792,133000,RL,9000,Northwest Ames,5,5,1974,1974,3,3,2,2,4,3,8,6,2008
1054,151000,RL,9750,Northwest Ames,6,8,1969,1969,3,3,1,1,3,3,6,7,2008
936,111900,RL,10295,Northwest Ames,4,6,1969,1969,3,3,1,0,2,3,4,9,2008
864,123000,RL,7560,Northwest Ames,5,5,1971,1971,3,3,1,0,3,3,5,5,2008
864,111250,RL,12735,Northwest Ames,4,5,1972,1972,3,3,1,0,3,3,5,4,2008
1337,181000,RH,4060,Northwest Ames,6,5,1998,1999,4,3,2,0,2,4,5,8,2008
987,103400,RM,1680,Briardale,6,5,1973,1973,3,3,1,1,2,3,5,2,2008
987,100000,RM,1680,Briardale,6,5,1973,1973,3,3,1,1,2,3,5,11,2008
987,100500,RM,1890,Briardale,6,6,1972,1972,3,3,1,1,2,3,5,4,2008
987,106000,RM,1869,Briardale,6,6,1970,1970,3,3,1,1,2,3,5,9,2008
987,85400,RM,1680,Briardale,6,5,1971,1971,3,3,1,1,2,3,4,7,2008
987,89500,RM,1680,Briardale,6,3,1971,1971,3,3,1,1,2,3,5,8,2008
1302,111750,RM,1680,Briardale,5,5,1972,1972,3,3,2,1,3,3,6,12,2008
1069,140000,RL,4043,Northpark Villa,6,6,1977,1977,3,3,2,0,2,3,4,10,2008
1456,143000,RL,2308,Northpark Villa,6,6,1975,1975,3,3,2,1,4,3,7,5,2008
1055,148500,RL,2529,Northpark Villa,7,6,1977,1977,3,3,2,0,2,3,4,9,2008
892,110000,RL,9477,Northwest Ames,5,5,1966,1966,3,3,1,0,3,3,5,10,2008
1932,394617,RL,12444,Northridge Heights,8,5,2008,2008,5,3,2,0,2,5,7,11,2008
2332,426000,RL,12474,Northridge Heights,10,5,2007,2008,5,3,2,1,3,5,9,8,2008
2084,385000,RL,14803,Northridge Heights,10,5,2007,2008,5,3,2,0,2,5,7,6,2008
2713,446261,RL,14948,Northridge Heights,9,5,2008,2008,5,3,2,1,3,5,11,11,2008
1582,317500,RL,12704,Northridge Heights,8,5,2007,2007,4,3,2,0,3,4,7,1,2008
1710,372402,RL,13891,Northridge Heights,8,5,2007,2008,4,3,2,0,2,4,6,1,2008
2464,417500,RL,13693,Northridge Heights,8,5,2007,2007,4,3,2,1,4,5,9,8,2008
1950,383000,RL,14418,Northridge Heights,9,5,2007,2007,5,3,2,0,2,5,7,5,2008
2748,390000,RL,13418,Northridge Heights,9,5,2006,2006,4,3,2,1,4,5,9,10,2008
2790,460000,RL,12539,Northridge Heights,10,5,2005,2006,5,3,2,1,4,5,10,6,2008
2331,379000,RL,12151,Northridge Heights,9,5,2005,2005,4,3,2,1,3,5,9,8,2008
2088,250000,RL,8899,Northridge Heights,8,5,2007,2007,5,3,2,1,4,4,10,6,2008
2332,316000,RL,10574,Northridge Heights,8,5,2004,2004,4,3,2,1,4,5,9,7,2008
2470,615000,RL,12720,Northridge Heights,10,5,2003,2003,5,3,1,1,1,5,7,2,2008
2668,412500,RL,13688,Northridge Heights,9,5,2003,2004,4,3,2,1,3,5,10,3,2008
2046,284000,RL,10625,Northridge Heights,7,5,2003,2004,4,3,2,1,3,4,8,8,2008
1575,284000,RL,10845,Northridge Heights,8,5,2003,2004,4,3,2,0,2,4,7,6,2008
2649,421250,RL,16900,Northridge Heights,8,5,2001,2002,4,3,2,1,4,4,10,1,2008
2690,370000,RL,16451,Northridge Heights,8,5,2003,2003,4,3,2,1,4,4,9,7,2008
1866,336860,RL,10110,Northridge Heights,9,5,2008,2008,5,3,2,0,2,5,7,11,2008
1702,367294,RL,8769,Northridge Heights,9,5,2008,2008,5,3,1,1,1,5,7,10,2008
1367,192000,RL,12304,Northridge Heights,7,5,2005,2005,4,3,2,0,2,4,6,6,2008
1518,274000,RL,12677,Northridge Heights,8,5,2003,2004,5,3,1,1,1,5,6,4,2008
1684,266000,RL,8849,Northridge Heights,9,5,2005,2005,5,3,2,0,2,5,6,7,2008
1800,370967,RL,8232,Northridge Heights,9,5,2007,2008,5,3,2,0,2,5,6,6,2008
1342,234250,RL,6240,Northridge Heights,8,5,2006,2007,4,3,2,0,2,4,6,6,2008
1342,219500,RL,6240,Northridge Heights,8,5,2006,2007,4,3,2,0,2,4,6,2,2008
1626,155000,RL,2448,Northridge Heights,7,5,2003,2004,4,3,2,1,2,4,6,10,2008
1626,154000,RL,2448,Northridge Heights,7,5,2003,2004,4,3,2,1,2,4,6,10,2008
1358,207000,RM,8198,Northridge Heights,7,5,2004,2004,4,3,2,0,2,4,6,7,2008
1455,195000,RL,3940,Bloomington Heights,7,5,2003,2003,4,3,2,0,2,4,6,8,2008
1576,219990,RM,3940,Bloomington Heights,7,5,2004,2004,4,3,2,0,2,4,7,5,2008
1504,191000,RL,3182,Bloomington Heights,7,5,2005,2006,4,3,2,0,2,4,7,5,2008
1266,159895,RL,3182,Bloomington Heights,7,5,2007,2007,4,3,2,0,2,4,6,3,2008
1246,187687,RL,3710,Bloomington Heights,7,5,2007,2008,4,3,2,0,2,4,5,3,2008
1515,179000,RL,9024,Gilbert,6,5,2004,2004,4,3,2,1,3,4,8,7,2008
1593,193000,RL,7415,Gilbert,6,5,2004,2004,3,3,2,1,3,3,8,4,2008
1166,190000,RL,9587,Gilbert,7,5,2005,2005,4,3,2,0,2,4,5,7,2008
1456,176000,RL,8029,Gilbert,6,5,2005,2005,3,3,2,1,3,4,8,7,2008
1720,188000,RL,8010,Gilbert,7,5,2002,2003,4,3,2,1,3,4,7,7,2008
1986,213000,RL,8396,Gilbert,7,5,2003,2003,4,3,2,1,4,4,9,5,2008
1358,217300,RL,7301,Northridge Heights,7,6,2007,2008,4,3,2,0,2,4,6,11,2008
1792,186500,RL,10261,Gilbert,6,5,2000,2000,3,3,2,1,3,3,8,5,2008
1892,226750,RL,8220,Gilbert,7,5,2000,2001,4,3,2,1,3,3,8,7,2008
1490,184000,RL,15384,Gilbert,7,5,2004,2005,4,3,2,1,3,4,8,2,2008
1414,176000,RL,7750,Gilbert,7,5,2002,2002,4,3,2,1,3,4,6,4,2008
2322,225000,RL,12460,Gilbert,7,5,1999,2000,4,3,2,1,4,3,8,5,2008
1651,185900,RL,8390,Gilbert,7,5,1999,1999,3,3,2,1,3,3,7,5,2008
2199,284500,RL,9660,Northridge,8,5,1997,1997,4,3,2,1,3,4,9,9,2008
2630,315000,RL,9200,Northridge,8,5,1998,1998,4,3,2,1,4,4,8,6,2008
2198,250000,RL,14260,Northridge,8,5,2000,2000,4,3,2,1,4,4,9,12,2008
2172,291000,RL,11000,Northridge,9,5,2000,2000,4,3,2,1,4,5,8,6,2008
2006,350000,RL,11675,Northridge,8,5,1998,1998,4,3,2,0,2,4,5,7,2008
2125,279500,RL,10990,Northridge,7,5,1996,1997,4,3,2,1,4,4,12,6,2008
2501,290000,RL,11929,Northridge,8,7,1995,1995,4,3,2,1,4,4,9,6,2008
2113,350000,RL,10437,Northridge,8,6,1995,1995,4,4,2,1,2,4,7,8,2008
2418,341000,RL,10542,Northridge,7,5,1993,1994,4,3,2,1,3,4,9,8,2008
2197,287500,RL,10010,Northridge,7,5,1993,1994,4,3,2,1,4,4,9,7,2008
2127,271000,RL,10944,Northridge,7,5,1994,1994,4,3,2,1,3,4,5,8,2008
1987,301500,RL,14303,Northridge,8,5,1994,1994,4,3,2,0,2,4,7,8,2008
1580,235128,RL,11932,Somerset,8,5,2007,2008,4,3,2,0,3,4,7,6,2008
1933,214000,RL,14598,Somerset,6,5,2007,2007,4,3,2,1,4,4,9,1,2008
1574,232000,RL,11957,Somerset,8,5,2006,2006,4,3,2,0,3,4,7,7,2008
1578,240000,RL,13253,Somerset,7,5,2006,2006,4,3,2,0,3,4,7,5,2008
1506,264132,RL,14587,Somerset,9,5,2008,2008,4,3,2,0,2,5,6,8,2008
1563,245000,RL,10206,Somerset,8,5,2007,2007,3,3,2,0,3,4,6,10,2008
1428,227680,RL,12274,Somerset,7,5,2008,2008,4,3,2,0,3,5,6,7,2008
1861,257000,RL,9801,Somerset,8,5,2007,2007,4,3,3,0,3,4,7,7,2008
1874,297900,RL,9428,Somerset,8,5,2007,2008,4,3,2,1,3,4,8,2,2008
1460,247000,RL,10037,Somerset,8,5,2006,2007,4,3,2,0,3,4,6,8,2008
1080,141000,RL,7500,Sawyer West,7,5,2004,2005,3,3,1,0,3,4,6,4,2008
1696,188000,RL,10110,Sawyer West,6,5,2003,2003,4,3,2,1,3,4,7,7,2008
1663,192500,RL,12774,Sawyer West,7,5,2003,2004,4,3,2,1,3,4,8,7,2008
1175,146000,RL,13072,Sawyer West,6,5,2005,2006,3,3,1,0,3,4,6,6,2008
1114,159000,RL,13695,Sawyer West,5,5,2004,2004,3,3,1,1,3,4,6,6,2008
1114,155000,RL,13695,Sawyer West,6,5,2003,2004,3,3,1,0,3,4,6,7,2008
1640,173000,RL,8366,Sawyer West,6,5,2004,2004,4,3,2,1,3,4,6,12,2008
1162,170000,RL,9260,Sawyer West,7,5,2007,2007,4,3,2,0,3,4,6,3,2008
1609,182000,RL,8453,Sawyer West,6,5,1995,1995,4,3,2,1,3,4,6,4,2008
1680,163000,RL,8480,Sawyer West,6,5,1993,1994,4,3,2,1,3,4,7,10,2008
1679,193500,RL,8125,Sawyer West,6,5,1994,1998,3,3,2,0,3,4,7,10,2008
1657,189000,RL,14565,Sawyer West,7,5,1994,1995,4,3,2,1,3,4,6,11,2008
1677,190500,RL,8450,Sawyer West,6,5,2001,2001,4,3,2,1,3,4,7,9,2008
1737,175000,RL,8285,Sawyer West,7,5,1992,1992,4,3,2,1,3,4,7,5,2008
1294,179200,RL,7153,Sawyer West,6,5,1991,1991,3,3,2,0,3,4,6,6,2008
1710,187000,RL,9291,Sawyer West,6,5,1993,1993,4,3,2,1,3,4,7,6,2008
1617,193000,RL,8012,Sawyer West,6,5,1993,1994,4,3,2,0,2,4,5,7,2008
1199,153900,RL,7892,Sawyer West,6,5,1993,1993,4,3,2,0,2,4,5,3,2008
984,128000,RL,9100,Sawyer,5,5,1963,1963,3,3,1,0,3,3,5,8,2008
912,144000,RL,12968,Sawyer,5,6,1962,1962,3,3,1,0,2,3,4,9,2008
864,135000,RL,8100,Sawyer,5,8,1961,2007,3,4,1,0,3,4,5,7,2008
890,115000,RL,8450,Sawyer,5,5,1968,1968,3,3,1,0,3,3,5,4,2008
864,119916,RL,6360,Sawyer,5,5,1963,1963,3,3,1,0,3,3,5,1,2008
912,142000,RL,6768,Sawyer,6,8,1961,1996,3,4,1,0,3,4,5,5,2008
1430,192000,RL,19508,Veenker,6,5,1974,1974,3,3,2,0,3,3,6,7,2008
1641,140000,RL,10759,Sawyer,5,4,1972,1972,3,4,2,0,4,3,5,7,2008
2683,290000,RL,9205,Northridge,6,5,1990,1991,4,3,2,1,4,4,9,6,2008
2786,372500,RL,11025,Northridge,9,5,1993,1994,4,3,2,1,4,4,10,6,2008
1288,245500,RL,14963,Veenker,8,5,1996,1996,4,3,1,1,1,5,4,12,2008
1239,217500,RL,11064,Veenker,8,5,1995,1995,4,3,1,1,1,4,4,8,2008
1719,324000,RL,10846,Veenker,8,5,1993,1993,4,3,1,1,1,4,6,5,2008
1232,162500,RL,11120,Veenker,6,6,1984,1984,3,3,2,0,3,3,6,6,2008
2944,150000,RL,24572,Veenker,9,3,1977,1977,4,4,2,2,3,4,9,6,2008
1671,290000,RL,16280,Veenker,8,9,1976,2007,5,5,3,0,3,5,6,5,2008
1682,174000,RL,10400,Northwest Ames,7,6,1970,1970,3,3,2,0,3,3,7,5,2008
1427,183000,RL,11104,Northwest Ames,6,6,1969,1969,3,3,2,0,4,3,7,5,2008
1740,150000,RL,11050,Northwest Ames,6,5,1968,1968,3,3,1,1,4,3,8,10,2008
1258,145000,RL,11040,Northwest Ames,6,7,1971,2004,4,4,2,0,3,4,5,10,2008
1620,215000,RL,15387,Northwest Ames,7,7,1967,1967,3,3,2,0,4,4,8,8,2008
1625,140500,RL,9750,Northwest Ames,5,6,1965,1965,3,3,2,0,4,3,8,8,2008
2614,240000,RL,10800,Northwest Ames,6,7,1974,1997,3,3,2,1,4,3,9,6,2008
1464,141000,RL,8814,Northwest Ames,5,6,1968,1968,3,3,1,1,4,3,7,6,2008
912,147000,RL,8872,Northwest Ames,5,8,1965,2008,3,3,1,0,2,4,5,12,2008
925,135000,RL,8125,Northwest Ames,5,7,1965,2005,4,3,1,0,3,3,5,7,2008
1728,145000,RL,11072,Northwest Ames,5,5,1965,1965,3,3,2,0,6,3,10,11,2008
1728,142600,RL,13101,Northwest Ames,5,5,1965,1965,3,3,2,0,6,3,10,11,2008
1656,135000,RL,9246,Northwest Ames,5,5,1973,1973,3,3,2,0,4,3,8,11,2008
1670,170000,RL,13355,Northwest Ames,7,6,1971,1971,3,3,1,1,4,3,7,5,2008
2715,299800,RL,8963,Northwest Ames,8,9,1976,1996,5,4,3,1,4,4,11,7,2008
1876,185000,RL,9120,Northwest Ames,6,6,1974,1974,4,3,2,1,4,4,8,7,2008
1632,173000,RL,9130,Northwest Ames,6,8,1966,2000,3,3,1,1,4,4,7,7,2008
999,178400,RL,12122,Northwest Ames,7,9,1961,2007,5,3,1,0,3,5,6,7,2008
1978,176000,RL,9900,Northwest Ames,7,5,1968,1968,3,3,2,1,4,3,9,4,2008
1014,98000,RL,7785,Northwest Ames,5,5,1956,1956,3,3,1,0,2,3,6,3,2008
907,109008,RL,8593,Northwest Ames,4,6,1957,1957,3,3,1,0,3,3,5,7,2008
952,135750,RL,8475,Northwest Ames,4,7,1956,1956,3,3,1,0,2,3,4,4,2008
1128,155000,RL,8700,Northwest Ames,5,6,1963,1963,3,4,2,0,3,3,6,12,2008
1425,180500,RL,10175,Northwest Ames,6,5,1964,1964,3,3,2,0,3,3,7,7,2008
1165,174900,RL,9020,Northwest Ames,6,7,1966,1966,3,3,1,1,3,3,6,5,2008
1136,140000,RL,9200,Northwest Ames,6,6,1965,1965,3,3,1,0,3,3,5,7,2008
1092,145000,RL,8250,Northwest Ames,6,7,1964,1964,3,3,1,0,3,3,6,7,2008
1265,179900,RL,9350,Northwest Ames,5,8,1965,1999,3,4,2,0,3,4,6,10,2008
1350,168500,RL,9020,Northwest Ames,6,5,1964,1964,3,3,1,1,3,3,6,6,2008
1114,140000,RL,9900,Northwest Ames,5,5,1961,1961,3,4,1,0,3,3,5,5,2008
1053,145500,RL,10007,Northwest Ames,5,7,1959,2006,4,3,1,1,3,4,5,8,2008
1252,142000,RL,10721,Northwest Ames,6,6,1959,1959,4,3,1,0,3,4,7,10,2008
1100,141000,RL,12493,Northwest Ames,4,5,1960,1960,3,3,1,0,3,3,6,4,2008
1118,153000,RL,11332,Northwest Ames,5,7,1960,2000,3,3,1,0,3,4,6,8,2008
720,72500,RL,6627,Brookside,3,6,1949,1950,3,3,1,0,2,3,4,7,2008
729,52000,RL,4130,Brookside,3,6,1935,2003,4,3,1,0,2,3,5,7,2008
1077,118000,RL,7420,Brookside,5,6,1939,1950,3,3,1,0,2,3,5,1,2008
906,87000,RL,4882,Brookside,4,7,1937,1950,3,3,1,0,2,3,5,9,2008
1496,141500,RL,9600,Northwest Ames,5,6,1960,1960,2,2,2,0,3,4,6,2,2008
1252,119000,RL,9600,Northwest Ames,6,5,1950,1950,3,3,1,0,3,3,6,4,2008
1337,141500,RL,9600,Northwest Ames,5,8,1950,2006,3,4,1,0,3,4,7,9,2008
1661,165500,RL,9600,Northwest Ames,6,6,1955,1996,3,3,1,0,3,4,8,10,2008
1036,112900,RL,7584,Northwest Ames,5,5,1953,1953,3,3,1,0,3,3,5,6,2008
1820,201800,RL,13700,Northwest Ames,7,6,1965,1988,3,3,1,2,4,4,8,5,2008
1362,163000,RL,10197,Northwest Ames,6,5,1961,1961,3,3,1,1,3,3,6,6,2008
1144,139950,RL,7875,Northwest Ames,5,6,1961,1961,3,3,1,0,3,3,6,9,2008
1537,174000,RL,8400,Northwest Ames,6,9,1962,2005,4,4,1,1,3,4,7,7,2008
1431,165000,RL,9150,Northwest Ames,6,5,1962,1962,3,3,1,0,3,3,6,12,2008
1988,227000,RL,14670,Northwest Ames,6,7,1966,1999,4,4,2,1,4,4,9,8,2008
1098,135000,RL,7390,Northwest Ames,5,7,1955,1955,3,3,1,0,3,3,6,7,2008
1144,124000,RL,9204,Northwest Ames,5,5,1963,1963,3,3,1,1,3,3,6,8,2008
1283,140000,RL,7763,Northwest Ames,5,7,1962,1980,3,4,1,0,3,3,6,10,2008
1176,136500,RL,8856,Northwest Ames,5,4,1957,1957,3,3,1,0,3,3,6,5,2008
1440,185000,RL,9840,Northwest Ames,5,7,1959,1998,3,3,2,0,2,4,7,6,2008
1261,163000,RL,9120,Northwest Ames,6,6,1958,1958,3,3,1,0,3,3,6,11,2008
1570,166800,RL,13200,Northwest Ames,6,6,1958,1958,3,3,1,0,3,3,5,5,2008
1196,139000,RL,9000,Northwest Ames,6,5,1956,1956,3,3,1,0,2,3,6,5,2008
1392,166000,RL,11900,Northwest Ames,6,5,1957,1957,3,3,1,1,3,3,6,6,2008
1080,136000,RL,9464,Northwest Ames,6,7,1958,1958,3,4,1,0,3,3,5,6,2008
1104,133000,RL,10425,Northwest Ames,5,5,1956,1958,3,3,1,0,3,3,5,4,2008
882,116000,RL,11556,Northwest Ames,5,6,1952,1952,3,3,1,0,2,4,4,5,2008
1152,137500,RL,9373,Northwest Ames,5,6,1953,1953,3,3,1,1,3,3,6,5,2008
950,130000,RL,12774,Northwest Ames,5,5,1953,1953,3,3,1,0,2,3,5,7,2008
1790,180000,RL,14250,Northwest Ames,6,5,1957,1957,3,3,2,0,3,3,6,9,2008
952,139000,RL,7350,Northwest Ames,5,7,1951,1951,3,3,1,0,2,3,4,6,2008
773,110000,RL,7677,Northwest Ames,5,5,1953,1953,3,3,1,0,2,3,4,4,2008
1764,100000,RL,8838,Northwest Ames,5,3,1957,1982,3,3,2,1,4,3,7,10,2008
1216,118500,RL,8480,Northwest Ames,5,5,1947,1950,3,3,1,0,2,3,6,10,2008
1824,146000,RL,12436,Northwest Ames,5,5,1957,1957,3,3,2,0,5,3,9,1,2008
869,89900,RL,10122,Old Town,4,6,1948,1950,3,3,1,0,1,3,3,8,2008
1159,114000,RL,7506,Old Town,5,8,1925,1950,3,4,1,0,3,3,5,5,2008
1558,140000,RL,10930,Northwest Ames,5,6,1945,1950,3,3,1,1,3,3,6,4,2008
672,86900,RL,5400,Old Town,4,7,1940,2005,4,3,1,0,2,3,4,7,2008
1436,139000,RL,10836,Old Town,5,5,1922,1950,3,3,1,0,3,3,7,6,2008
1294,106250,RL,10800,Old Town,4,7,1900,2000,3,3,2,0,3,3,7,8,2008
1716,171000,RL,9247,Northwest Ames,6,6,1962,1962,3,3,1,1,4,3,8,3,2008
1044,139000,RL,10180,Northwest Ames,5,6,1968,1968,3,3,1,1,3,3,5,6,2008
1312,186000,RL,11355,Northwest Ames,7,7,1958,2001,3,3,1,1,3,3,6,4,2008
1253,157000,RL,10920,Northwest Ames,6,5,1960,1960,3,3,1,1,2,3,5,5,2008
1081,148000,RL,12929,Northwest Ames,6,6,1960,1993,3,3,1,0,3,3,5,6,2008
2069,242000,RL,27650,Northwest Ames,7,7,1960,2007,3,3,2,0,4,4,9,11,2008
910,116000,RL,8892,Northwest Ames,5,7,1953,1996,4,3,1,0,3,4,5,10,2008
876,94000,RL,7200,Northwest Ames,5,7,1951,1951,3,3,1,0,2,3,5,2,2008
1048,98300,RL,7200,Northwest Ames,5,5,1950,1950,3,3,1,0,3,3,7,7,2008
1507,127000,RL,7910,Northwest Ames,5,5,1960,1960,3,3,2,0,4,3,7,8,2008
1256,159000,RL,8000,Northwest Ames,5,6,1959,1959,3,3,1,1,3,4,6,5,2008
1027,125900,RL,8000,Northwest Ames,5,5,1962,1962,3,3,1,0,3,3,6,11,2008
1269,155000,RL,7931,Northwest Ames,5,6,1960,1960,3,3,1,1,3,3,6,6,2008
1320,138000,RL,8064,Northwest Ames,6,6,1948,1950,3,3,2,0,3,3,5,9,2008
984,112500,RL,6390,Northwest Ames,6,7,1954,1954,3,3,1,0,2,3,4,6,2008
832,105500,RL,7227,Northwest Ames,6,6,1954,1954,3,3,1,0,2,4,4,6,2008
1278,127500,RL,7200,Northwest Ames,6,5,1954,1954,3,3,1,0,4,3,6,4,2008
1800,130000,RL,8513,Northwest Ames,5,5,1961,1961,3,3,2,0,6,3,10,11,2008
1588,150000,RL,7200,Northwest Ames,5,6,1955,1967,3,4,1,1,3,3,6,3,2008
825,109500,RL,7200,Northwest Ames,5,7,1954,1954,3,3,1,0,2,3,4,7,2008
1796,140000,RL,7056,Northwest Ames,6,5,1963,1963,3,3,1,1,4,3,8,10,2008
1611,167900,RL,9760,Northwest Ames,6,6,1964,1964,3,3,1,1,4,3,7,6,2008
1117,136870,RL,7590,Northwest Ames,5,5,1963,1963,3,3,1,0,3,3,6,5,2008
1133,143000,RM,9836,Old Town,6,5,2008,2008,3,3,1,0,3,3,7,12,2008
764,73000,RM,5232,Old Town,5,5,1925,2004,3,3,1,0,2,3,4,6,2008
1539,157500,RM,10440,Old Town,5,8,1904,2002,3,3,2,0,3,4,8,6,2008
1323,122600,RM,9184,Old Town,5,7,1948,2005,3,3,1,0,3,3,6,7,2008
1360,111000,RM,4800,Old Town,5,5,1910,2003,3,3,1,0,2,3,6,1,2008
2792,256000,RM,10440,Old Town,6,7,1920,1950,4,4,2,0,5,3,8,6,2008
672,64000,RM,4800,Old Town,5,4,1940,1950,3,3,1,0,2,3,4,8,2008
1456,139500,RM,6000,Old Town,6,7,1915,2005,4,3,1,1,4,4,7,6,2008
1594,118000,RM,11426,Old Town,4,6,1910,1996,3,3,2,0,3,3,9,6,2008
2082,200000,RM,11426,Old Town,7,5,2003,2003,3,3,2,1,3,4,6,6,2008
1656,119164,RM,7628,Old Town,4,6,1940,1985,3,4,2,0,2,3,8,5,2008
1740,122250,RM,7308,Old Town,5,5,1920,1950,2,2,1,0,2,5,6,6,2008
1027,120000,RM,5400,Old Town,7,6,1920,2006,4,3,1,0,2,4,5,2,2008
1436,155000,RM,10800,Old Town,6,6,1940,1950,3,3,2,0,3,3,8,5,2008
899,78000,RM,6756,Old Town,5,6,1910,1950,3,3,1,0,2,3,5,9,2008
1080,95000,RM,5914,Old Town,5,9,1890,1996,3,3,1,0,3,4,5,9,2008
789,115000,RM,6000,Old Town,5,5,1948,1950,3,3,1,0,2,3,5,4,2008
1122,147000,RM,12000,Old Town,5,7,1948,2005,3,3,1,0,2,4,6,5,2008
1499,140000,RM,9000,Old Town,5,6,1946,1950,3,3,1,0,3,3,5,6,2008
407,46500,RM,7311,Old Town,2,5,1946,1950,3,4,1,0,1,3,3,3,2008
928,112500,RM,6000,Old Town,5,6,1957,1957,3,3,1,0,3,3,5,6,2008
901,107900,RM,6000,Old Town,4,7,1954,2000,3,3,1,0,2,3,4,8,2008
1588,65000,RM,12205,Old Town,3,1,1949,1992,3,3,2,0,5,3,6,12,2008
3493,295000,RM,18386,Old Town,7,9,1880,2002,3,3,3,0,3,4,10,5,2008
1627,139500,RM,9142,Old Town,5,5,1900,2006,3,2,2,0,4,3,10,2,2008
1416,153900,RM,12665,Old Town,5,8,1915,1950,3,3,1,1,4,3,7,6,2008
1450,132000,RM,5350,Old Town,7,8,1920,1965,3,3,1,0,3,3,7,3,2008
1344,98000,RM,4571,Old Town,5,5,1916,1950,3,3,1,0,4,3,7,5,2008
1017,114000,RM,9143,Old Town,5,7,1900,2003,3,3,1,0,2,3,5,5,2008
2350,130000,RM,9600,Old Town,5,5,1920,1960,3,3,2,0,4,3,10,4,2008
2058,129500,RM,9600,Old Town,6,5,1917,1950,3,3,1,1,3,3,8,4,2008
1540,129400,RM,6000,Old Town,5,9,1905,2005,4,3,1,1,3,4,7,2,2008
1378,161000,RM,9600,Old Town,7,9,1928,2005,3,5,2,0,3,4,7,10,2008
1912,163000,RM,10800,Old Town,6,7,1905,2000,3,3,2,0,3,3,7,4,2008
1484,128000,RM,6300,Old Town,6,6,1914,2001,3,3,2,0,3,3,9,6,2008
2358,122000,RM,5250,Old Town,8,5,1872,1987,3,4,2,0,4,3,8,12,2008
1111,116900,RM,5700,Old Town,7,7,1926,1950,3,3,1,0,2,3,5,8,2008
2775,325000,RM,13500,Old Town,10,9,1893,2000,5,5,3,1,3,4,9,7,2008
1086,55000,RM,11340,Old Town,2,1,1920,1950,2,2,1,0,2,3,5,11,2008
2495,184000,RM,10800,Old Town,7,7,1890,1999,3,3,2,0,5,3,10,12,2008
984,110000,RM,9750,Old Town,5,6,1959,1959,3,3,1,0,2,2,5,6,2008
1795,131500,RM,12150,Old Town,5,5,1954,1954,3,3,2,0,4,3,7,11,2008
882,97000,RM,12702,Old Town,5,5,1956,1956,3,3,1,0,2,3,4,12,2008
1093,115500,RM,8516,Old Town,4,6,1958,2006,3,3,1,0,2,3,5,5,2008
1143,138000,RL,7111,Brookside,5,7,1928,1983,4,4,1,0,2,3,5,7,2008
1668,108000,RM,7425,Brookside,7,7,1945,1950,3,3,1,1,3,4,8,8,2008
935,79500,RM,9100,Brookside,5,6,1930,1960,3,3,1,0,2,3,4,8,2008
1738,153000,RL,7010,Brookside,5,5,1935,1950,3,3,2,0,3,3,6,7,2008
784,109500,RM,6130,Brookside,5,6,1924,1950,3,3,1,0,2,4,5,5,2008
1210,124000,RM,5000,Brookside,5,7,1941,2006,3,4,1,0,3,4,6,5,2008
1290,106900,RM,5870,Brookside,6,9,1900,2000,3,4,1,1,3,3,6,4,2008
1672,164900,RM,6000,Brookside,6,7,1940,1989,3,3,1,1,3,4,6,7,2008
949,119000,RM,6000,Brookside,5,7,1924,2003,3,2,1,0,2,3,5,7,2008
1158,120000,RM,6000,Brookside,6,7,1929,1950,3,3,1,0,3,3,5,7,2008
1497,157000,RM,6000,Brookside,6,7,1937,2000,3,4,2,0,3,3,5,5,2008
1342,105000,RM,6000,Brookside,6,5,1939,1950,3,3,2,0,2,3,7,4,2008
1013,113000,RM,5000,Brookside,6,7,1926,1950,3,3,1,0,3,3,6,4,2008
